dept_name,first_name,last_name,emp_no
Research,Heather,Schapire,268957
Production,Chaosheng,dAstous,268962
Marketing,Kiyomitsu,Attimonelli,268965
Quality Management,Tooru,Snedden,268967
Development,Van,Wilharm,268968
Sales,Lein,Kermarrec,268969
Sales,Miomir,Schusler,268981
Production,Unal,Sichman,268985
Sales,Basil,Genther,268992
Sales,Ranga,Emmart,269008
Production,Ronghao,Puoti,269012
Quality Management,Ronghao,Puoti,269012
Production,Prodip,Worfolk,269017
Development,Masoud,Gunderson,269022
Sales,Aruna,Masada,269030
Production,Lenore,Alpin,269039
Development,Yahiko,Picaronny,269041
Production,Felicidad,Furudate,269049
Development,Brigham,Plavsic,269066
Production,Vishv,Mundy,269069
Development,Tiina,Besancenot,269081
Production,Candida,Ritzmann,269107
Sales,Karlis,Goldhammer,269109
Production,Jaroslava,Rodham,269126
Development,Jaroslava,Rodham,269126
Sales,Poorav,Ishibashi,269127
Production,Janche,Krychniak,269133
Customer Service,Jeane,Gewali,269139
Quality Management,Unal,Zaumen,269151
Sales,Leaf,Asrin,269157
Development,Oksana,Feldmann,269161
Research,Subir,VanScheik,269180
Production,King,Gonthier,269184
Quality Management,King,Gonthier,269184
Quality Management,Pramod,Szilard,269188
Customer Service,Yonghoan,Schlenzig,269196
Development,Kiyokazu,Undy,269197
Sales,Houman,Thiran,269201
Sales,Fumitake,Junet,269205
Customer Service,Fumitake,Junet,269205
Sales,Weijing,Zweizig,269216
Sales,Maik,Naudin,269237
Sales,Behnaam,Schwartzbauer,269252
Sales,Khatoun,Steinauer,269268
Sales,Leucio,Buchter,269269
Sales,Manohar,Melton,269270
Customer Service,Manohar,Melton,269270
Sales,Boaz,Zizka,269271
Production,Aria,Staelin,269279
Development,Aria,Staelin,269279
Development,Hsiangchu,Falco,269285
Production,Hairong,Kamber,269293
Development,Sergi,Prenel,269305
Development,Hatim,Pelz,269309
Production,Geoffrey,Kleiser,269315
Customer Service,Geoffrey,Kleiser,269315
Development,Bartek,Luby,269316
Marketing,Mooi,Lichtner,269330
Production,Subhash,Itzigehl,269331
Quality Management,Aluzio,Keohane,269341
Development,Branimir,Paludetto,269359
Production,Shalesh,Tasistro,269368
Development,Hugh,Peak,269381
Development,Fay,Aumann,269385
Research,Jaana,Polupanov,269392
Development,Teiji,Noriega,269394
Quality Management,Danny,Iacovou,269399
Production,Shuho,Murillo,269400
Production,Izaskun,Khalil,269414
Development,Izaskun,Khalil,269414
Production,Sajjad,Kolinko,269423
Development,Sajjad,Kolinko,269423
Production,Poorav,Stille,269427
Customer Service,Kerryn,Billingsley,269439
Development,Pradeep,Zschoche,269441
Development,Ute,Schaad,269443
Human Resources,Leif,Merel,269446
Marketing,Yishai,Chaudhuri,269453
Development,Khalil,Baer,269466
Sales,Udi,Delaune,269501
Production,Erzsebet,Basawa,269505
Research,Indrajit,Lodder,269556
Development,Maik,Rosar,269565
Marketing,Tonny,Hasenauer,269581
Marketing,Mori,Mattern,269583
Customer Service,Visit,Hedayat,269587
Development,Kauko,Argence,269592
Development,Sadok,Pluym,269606
Development,Yakkov,Apsitis,269616
Quality Management,Xianlong,Perng,269617
Development,Howell,Rullman,269627
Development,Ymte,Lamma,269641
Production,Martial,Kirkerud,269648
Customer Service,Martial,Kirkerud,269648
Finance,Arve,Syang,269661
Marketing,Shih,Benantar,269662
Production,Koichi,Demir,269665
Production,Mabry,Dalphin,269667
Quality Management,Mabry,Dalphin,269667
Production,Padma,Cannard,269675
Development,Richard,Coney,269678
Human Resources,Hidde,Rosay,269686
Sales,Candido,Weisert,269697
Customer Service,Candido,Weisert,269697
Marketing,Kensyu,Soloway,269705
Sales,Kensyu,Soloway,269705
Sales,Berni,Wissmann,269706
Production,Kazunori,Vieth,269712
Production,Ohad,Crelier,269715
Development,Ohad,Crelier,269715
Development,Sarita,Ranon,269725
Development,Jordanka,Ranft,269730
Development,Oldrich,Speckmann,269758
Production,Khaled,Rusterholz,269768
Development,Kellie,Katzenelson,269775
Research,Achilleas,Pelc,269776
Development,Kazuhisa,Syang,269779
Production,Shen,Gustavson,269790
Sales,Gregory,Tiemann,269802
Sales,Khoa,Jansch,269811
Finance,Dayanand,Thorensen,269812
Human Resources,Dayanand,Thorensen,269812
Sales,Chaitali,Egerstedt,269813
Sales,Shigehito,Savasere,269817
Production,Ranan,Zallocco,269832
Sales,Wuxu,Erde,269834
Finance,Rasikan,Massonet,269835
Finance,Vasilis,Jumpertz,269841
Production,Shih,Gente,269854
Development,Shih,Gente,269854
Marketing,Hidekazu,Danner,269873
Sales,Hidekazu,Danner,269873
Quality Management,Ravishankar,Erde,269875
Sales,Tayeb,McAlpine,269893
Marketing,Yakichi,Lienhardt,269911
Marketing,Alain,Jervis,269913
Sales,Alain,Jervis,269913
Production,Fan,Baer,269914
Sales,Stella,Pelc,269918
Sales,Sanjiv,Vadhan,269923
Sales,Francoise,Berstel,269924
Sales,Lijia,Clemencon,269929
Sales,Cathie,Bratsberg,269936
Development,Arve,Couchot,269943
Production,Akeel,Gopalakrishnan,269948
Production,Huei,Irland,269950
Development,Lijie,Kroha,269952
Production,Premsyl,Schaap,269969
Sales,Mingsen,Kriebel,269985
Human Resources,Falguni,Crouzet,269987
Development,Giao,Shimshoni,269988
Quality Management,Anwar,Eterovic,270000
Development,Selwyn,Bolsens,270006
Quality Management,Tetsushi,England,270008
Development,Mahmut,Vendrig,270020
Marketing,Moss,Ghalwash,270026
Production,Theirry,Binkley,270027
Production,Muneo,Sluis,270033
Sales,Minghong,Ecklund,270039
Production,Eric,Schueller,270040
Development,Maren,Falck,270044
Development,Sanjay,Serna,270052
Research,Sanjay,Serna,270052
Development,Oscal,Rodite,270058
Research,Gadiel,Rohrbach,270076
Development,Kinh,Ranum,270087
Development,JoAnne,Matzov,270095
Sales,Krister,Rosaz,270099
Production,Edwin,Melski,270103
Customer Service,Mara,Fujisaki,270109
Human Resources,Kaijung,Ritcey,270121
Production,Shih,Hettesheimer,270125
Sales,Kayoko,Ashish,270130
Sales,Xuejun,DuBourdieux,270142
Production,Bernt,Cappelli,270146
Human Resources,Zhanqiu,Busillo,270149
Production,Atreyi,Bellone,270150
Sales,Christoph,Chiodo,270151
Development,Perry,Lortz,270154
Production,Younwoo,Keohane,270173
Finance,Yakichi,Chepyzhov,270179
Customer Service,Udo,Azumi,270184
Human Resources,Mats,Szmurlo,270247
Development,Christoper,Onuegbe,270259
Finance,Jasminko,Barvinok,270296
Research,Genta,Akazan,270299
Production,Shaibal,Biros,270303
Customer Service,Shaibal,Biros,270303
Development,Amabile,Ramsak,270304
Research,True,Macedo,270318
Development,Dannz,Zastre,270322
Production,Sashi,Hanratty,270339
Human Resources,Nitsan,Rubsam,270348
Production,Anoosh,Pellegrinelli,270364
Sales,Moon,Capobianchi,270371
Customer Service,Moon,Capobianchi,270371
Quality Management,Suvo,Improta,270394
Development,Yuchang,Merlo,270409
Finance,King,Whitcomb,270438
Development,Becky,Snedden,270448
Production,Muneo,Businaro,270482
Marketing,Randy,Schwabacher,270486
Sales,Randy,Schwabacher,270486
Development,Achilleas,Leonhardt,270492
Research,Kolar,Peak,270496
Development,Claude,Bazelow,270510
Sales,Hinrich,Strandh,270527
Production,Geoffry,Riexinger,270532
Finance,Venkatesan,Greibach,270552
Human Resources,Abdelaziz,Pearson,270564
Development,Anneke,Glinert,270585
Production,Rajmohan,Azevdeo,270625
Customer Service,Masaru,Lortz,270630
Development,Akeel,Vakili,270634
Development,Slavian,Baik,270649
Quality Management,Amstein,Passino,270651
Production,Hausi,Copas,270662
Sales,Marit,Dahlbom,270695
Production,Hongzhu,Lieblein,270698
Customer Service,Hongzhu,Lieblein,270698
Customer Service,Hailing,Birrer,270702
Production,Rosella,Leivant,270704
Quality Management,Berhard,Birta,270718
Sales,Margo,Luby,270721
Customer Service,Ghassan,Itzigehl,270732
Sales,Yucai,Beausoleil,270735
Production,Xinyu,Marsiglia,270737
Development,Xinyu,Marsiglia,270737
Sales,Stafford,Flanders,270765
Production,Tuval,Smeets,270768
Production,Matt,Himler,270773
Research,Aamod,Vilarrasa,270783
Development,Piyush,Docker,270784
Research,Piyush,Docker,270784
Finance,Yurii,Zaiane,270785
Sales,Domenico,Diderrich,270795
Marketing,Gonzalo,Braccini,270810
Sales,Gonzalo,Braccini,270810
Development,Nahid,Pettis,270820
Human Resources,Kwun,Rodier,270822
Sales,Yurij,Jiang,270838
Marketing,Masasuke,Birke,270842
Development,Vitaly,Terlouw,270874
Sales,Sariel,Iwayama,270877
Human Resources,Yuuichi,Veldwijk,270885
Sales,Dannz,Rodham,270888
Production,Basant,Ohori,270890
Sales,Arno,Tanemo,270898
Development,Constantino,Taubenfeld,270915
Human Resources,JiYoung,Zweizig,270919
Development,Aram,Rouquie,270922
Production,Mario,Hasham,270951
Development,Foong,Oskamp,270957
Production,Odysseas,Danley,270959
Finance,Hongzue,Heering,270966
Development,Jaroslava,Picaronny,270970
Production,Malu,Kalloufi,270973
Customer Service,Shen,Einsfeld,270983
Human Resources,Irena,Heusch,270993
Development,Masaru,Plotkin,271008
Production,Ipke,Bage,271013
Marketing,Mihalis,Morton,271016
Marketing,Anyuan,Sidou,271033
Development,Cedric,Colorni,271039
Marketing,Chirstian,Sidou,271040
Sales,Takushi,Koblick,271050
Development,Bernd,Baby,271053
Research,Bernd,Baby,271053
Production,Ramzi,Morrow,271063
Human Resources,Nahla,Angel,271068
Production,Kannan,Stille,271077
Human Resources,Berry,Shigei,271103
Development,Vincent,Bednarek,271109
Human Resources,Shooichi,Jarecki,271124
Marketing,Chinho,Brattka,271135
Development,Mizuhito,Farris,271143
Marketing,Stella,Shackel,271145
Production,Adel,Czaja,271148
Development,Chandrasekaran,Heijenga,271172
Sales,Jaewoo,Murrill,271179
Production,Frederique,Engberts,271186
Finance,Eirik,Plump,271189
Customer Service,Tzvetan,Karner,271199
Production,Franziska,Lagarias,271201
Development,Karoline,Poupard,271203
Development,Lokesh,VanScheik,271210
Development,Ingmar,Demian,271232
Marketing,Naftali,Gluchowski,271234
Human Resources,Naftali,Gluchowski,271234
Quality Management,Shahid,Kusakabe,271255
Sales,Yurii,Seghrouchni,271271
Quality Management,Willard,Matheson,271272
Research,Kamran,Siochi,271282
Development,Jackson,Barvinok,271284
Sales,Gilbert,Curless,271300
Production,Lena,Zolotykh,271305
Human Resources,Shaowei,Pietrzykowski,271307
Sales,Christ,Gargeya,271311
Development,Phillip,Werthner,271330
Customer Service,Phillip,Werthner,271330
Finance,Eckart,Rodiger,271344
Production,Narain,Tramer,271368
Development,LiMin,Dahlbom,271380
Development,Nishit,Syang,271383
Human Resources,Kwangho,Peron,271384
Marketing,Baocai,Kuzuoka,271403
Production,Nectarios,Litvinov,271421
Sales,Mostafa,Gustavson,271429
Production,Fei,Cummings,271436
Customer Service,Fei,Cummings,271436
Sales,Bluma,Leijenhorst,271451
Marketing,Shalesh,Gadepally,271453
Development,Naftali,Whittlesey,271477
Sales,Arumugam,Cooley,271480
Research,Fen,Snedden,271491
Quality Management,Ulises,Jullig,271493
Production,Lena,Falco,271495
Quality Management,Lena,Falco,271495
Development,Salvador,Bojadziev,271497
Human Resources,Olivera,Clemencon,271504
Development,Luisa,Henders,271536
Production,Gio,Tiemann,271537
Finance,Yakkov,Rosca,271539
Sales,Vidya,Cronau,271541
Sales,Temple,Negoita,271545
Research,Bartek,Schauser,271549
Finance,Mats,Menhardt,271550
Sales,Mats,Menhardt,271550
Sales,Mohan,Papastamatiou,271560
Customer Service,Mohan,Papastamatiou,271560
Production,Sugwoo,Juneja,271565
Development,Karoline,Tsunoo,271575
Customer Service,Kirk,Marquardt,271576
Production,Mechthild,Luan,271579
Production,Marjo,Jonsson,271594
Production,Troy,Baak,271602
Human Resources,Szabolcs,Carrere,271603
Production,Phillip,Bael,271604
Development,Demin,Yemenis,271605
Development,Augustine,Pezzoli,271607
Development,Vitaly,Raczkowsky,271611
Development,Ravishankar,Litecky,271631
Production,Jungsoon,Plavsic,271638
Development,Pranav,Peroz,271644
Production,Jungsoon,Unno,271648
Sales,Shaz,Ladret,271679
Sales,Debatosh,Flowers,271703
Marketing,Vivian,Gente,271704
Human Resources,Vivian,Gente,271704
Research,Leszek,Ossenbruggen,271710
Research,Dmitri,Nourani,271727
Research,Yuguang,Lipner,271752
Customer Service,Kenroku,Gente,271754
Marketing,Tzu,Yavatkar,271760
Customer Service,Alois,Furedi,271763
Research,Kenroku,Brendel,271793
Development,IEEE,Bernardeschi,271801
Sales,Tru,Dichev,271803
Finance,Kamakshi,Braunmuhl,271828
Human Resources,Kamakshi,Braunmuhl,271828
Production,Narain,Szmurlo,271837
Customer Service,Narain,Szmurlo,271837
Marketing,Valdiodio,Takanami,271847
Sales,Valdiodio,Takanami,271847
Customer Service,Piyush,Jiafu,271873
Production,Dekang,Gide,271888
Quality Management,Dekang,Gide,271888
Production,Karlis,Ouhyoung,271891
Development,Zhenbing,Anandan,271915
Development,Giri,Cronau,271918
Customer Service,Giri,Cronau,271918
Research,Val,Kalefeld,271922
Customer Service,Arnould,Ducloy,271933
Development,Uta,Borstler,271942
Customer Service,Stamatina,Ranft,271962
Development,Ranan,Heystek,271969
Quality Management,Mototsugu,Iwayama,271973
Sales,Mary,Kuhnemann,271976
Customer Service,Mary,Kuhnemann,271976
Sales,Shigenori,Angel,271980
Production,Kwangjo,Michaels,271991
Development,Deborah,Woycyznski,272009
Finance,Baoqiu,Asrin,272021
Human Resources,Baoqiu,Asrin,272021
Production,Laurentiu,Curless,272028
Development,Ronghao,Zschoche,272032
Research,Ronghao,Zschoche,272032
Finance,Arie,Swen,272085
Development,Reuven,Makrucki,272089
Research,Reuven,Makrucki,272089
Production,Boalin,Alpin,272093
Sales,Uli,Mamelak,272094
Customer Service,Geoffrey,Veevers,272096
Development,Paris,Koshino,272104
Sales,Kellyn,Famili,272109
Development,Shigehiro,Ertl,272118
Development,Akhilish,Businaro,272119
Human Resources,Sibyl,Warwick,272123
Production,Ranan,Demir,272125
Development,Tommaso,Tramer,272146
Human Resources,Kwangyoen,Ouhyoung,272162
Sales,Vasilii,Luck,272188
Customer Service,Wilmer,Meriste,272197
Customer Service,Somnath,Pardalos,272203
Development,Yurij,Alpin,272214
Marketing,Martijn,Millington,272225
Development,Kwangsub,Peternell,272230
Development,Weiwu,Falster,272239
Development,Larisa,Grospietsch,272251
Production,Gay,Murillo,272252
Research,Danel,Lambe,272254
Customer Service,Yongqiao,Lorcy,272259
Production,Jaewoo,Zhang,272269
Research,Ziva,Fontet,272272
Production,Abdelkader,Fairtlough,272281
Customer Service,Abdelkader,Fairtlough,272281
Development,Duro,Bennet,272296
Development,Tadahiro,Waeselynck,272309
Sales,Zhiguo,Luga,272317
Development,Shrikanth,DuCasse,272322
Sales,Toshiko,Feinberg,272324
Sales,Mamdouh,Vesna,272344
Quality Management,Slavian,Standera,272349
Production,Kauko,Rajala,272353
Customer Service,Ger,Setia,272355
Production,Kamakshi,Ranta,272378
Customer Service,Kamakshi,Ranta,272378
Production,Chenyi,Kamble,272395
Production,Ger,Zucker,272406
Research,Ger,Zucker,272406
Research,Tomoyuki,Sudbeck,272409
Sales,Golgen,Versino,272418
Finance,Masanao,Kuhnemann,272419
Production,Shugo,Ishibashi,272434
Sales,Tonia,Litecky,272438
Customer Service,Yonghong,Molenkamp,272446
Quality Management,Constantine,Pearson,272448
Development,Anneke,Gide,272486
Development,Mansur,Keohane,272498
Production,Mansur,Socorro,272516
Development,Shigehito,Gomatam,272520
Sales,Masoud,Hiroyama,272538
Sales,Arie,Bade,272541
Development,Feiyu,Karunanithi,272543
Sales,Yefim,Malinowski,272544
Human Resources,Kasturi,Rando,272545
Development,Katsuyuki,Cmelik,272550
Production,Tetsurou,Azadmanesh,272552
Human Resources,Tonia,Kavraki,272566
Development,Mark,Glinert,272577
Marketing,Debatosh,Heyers,272615
Sales,Hitomi,Roccetti,272625
Production,Sashi,Pena,272626
Production,Naraig,Chvatal,272627
Development,Jianhua,Liesche,272631
Sales,Remzi,Greibach,272637
Development,Jungsoon,Belinskaya,272648
Production,Piyush,Uehara,272654
Customer Service,Piyush,Uehara,272654
Development,Vincent,Rusmann,272657
Sales,Shigeichiro,Schmittgen,272670
Customer Service,Danny,Hebden,272676
Production,Monique,Cyne,272683
Customer Service,Monique,Cyne,272683
Sales,Emdad,Trachtenberg,272685
Research,Nectarios,Usery,272691
Development,Shichao,Douceur,272693
Production,Elrique,Uchoa,272699
Development,Noritoshi,Laurillard,272704
Production,Juyoung,Huhdanpaa,272708
Development,Utpal,Heering,272712
Research,Utpal,Heering,272712
Production,Yuguang,Carrere,272720
Sales,Marsha,Eppinger,272726
Development,Adam,Shiratori,272727
Development,Heekeun,Zambonelli,272763
Development,Bodh,Kilgore,272766
Development,Kwan,Shinomoto,272781
Production,Vesna,Loncour,272786
Finance,Tomokazu,Marrakchi,272806
Finance,Gita,Litvinov,272816
Sales,Gita,Litvinov,272816
Marketing,Kensyu,Bahl,272825
Production,Odoardo,Ranze,272826
Quality Management,Odoardo,Ranze,272826
Development,Nahid,Zizka,272832
Finance,Goo,Maierhofer,272833
Sales,Kazuhira,Silva,272848
Finance,Rosalyn,Ecklund,272855
Development,Gonzalo,Angelopoulos,272861
Production,Mang,Hockney,272863
Development,Vitaly,Thibadeau,272873
Customer Service,Aamer,Standera,272876
Quality Management,Baziley,Acton,272887
Production,Berna,Hertweck,272895
Sales,Gila,Erde,272897
Production,Junsik,Shumilov,272902
Customer Service,Junsik,Shumilov,272902
Production,Sergi,Mundy,272903
Sales,Sasan,Hoogerwoord,272930
Sales,Temple,Gewali,272943
Production,Tran,Mayerwieser,272945
Sales,Kirk,Basawa,272947
Development,Marc,Chepyzhov,272958
Customer Service,Prodip,Danner,272961
Finance,Waiman,Klerer,272974
Human Resources,Waiman,Klerer,272974
Human Resources,Augustine,Hiraishi,272976
Production,Heejo,Gerlach,272991
Human Resources,Yuping,Lampe,272995
Customer Service,Pantung,Rotem,273003
Production,Yuqun,Ghemri,273007
Finance,Taisook,Rodiger,273013
Sales,Parviz,Blokdijk,273015
Development,Jongsuk,Miyakawa,273032
Research,Hongzue,Bernini,273037
Production,Kitty,Riefers,273060
Sales,Matk,Barinka,273067
Research,Arfst,Ramaiah,273068
Development,Kazuhito,Vitiello,273083
Production,Snehasis,Hoogerwoord,273092
Development,Zhiguo,Murtafg,273108
Sales,Sumant,Whitcomb,273129
Production,Dmitry,Munro,273132
Marketing,Itzchak,Sidje,273136
Sales,Mizuhito,Rebaine,273138
Human Resources,Maik,Valtorta,273157
Development,Shao,Eickenmeyer,273177
Production,Etsuo,Isard,273181
Development,Feipei,Molenkamp,273201
Production,Uta,Delgrange,273208
Quality Management,Uta,Delgrange,273208
Research,Masako,Sommen,273213
Development,Jeong,Zolotykh,273225
Research,Jeong,Zolotykh,273225
Development,Moto,Pettis,273234
Research,Moto,Pettis,273234
Research,Cordelia,Brendel,273240
Development,Neven,Haumacher,273255
Customer Service,Neven,Haumacher,273255
Production,Maya,Makrucki,273276
Finance,Renny,Douceur,273277
Development,Koldo,Gornas,273293
Development,Gennady,Claffy,273298
Production,Conrado,Melichar,273304
Development,Conrado,Melichar,273304
Quality Management,Ziyad,Otillio,273306
Research,Baoqiu,Marrakchi,273318
Human Resources,Jaana,Lagarias,273322
Sales,Aksel,Gulik,273326
Research,Fumiyo,Scharstein,273329
Research,Jungsoon,Luff,273333
Production,Christ,Heiserman,273344
Production,Sanjay,Molenkamp,273352
Production,Kellie,Bade,273360
Quality Management,Kellie,Bade,273360
Development,Shalesh,Munawer,273367
Quality Management,Masamitsu,Bolsens,273398
